director_name,duration,actor_3_facebook_likes,actor_2_name,gross,genres,actor_1_name,num_voted_users,actor_3_name,facenumber_in_poster,plot_keywords,movie_imdb_link,country,content_rating,title_year,aspect_ratio
Angelina Jolie Pitt,127,116,Nikola Djuricko,301305,Drama|Romance|War,Jelena Jovanova,31414,Branko Djuric,0,bosnian war|church|emaciation|soldier|violence,http://www.imdb.com/title/tt1714209/?ref_=fn_tt_tt_1,USA,R,2011,2.35
Brad Anderson,94,383,Tara Platt,51872378,Crime|Thriller,Michael Imperioli,88241,Roma Maffia,0,911 operator|calling 911|die hard scenario|head held underwater|white villain,http://www.imdb.com/title/tt1911644/?ref_=fn_tt_tt_1,USA,R,2013,1.85
John H. Lee,115,29,Dean Dawson,31662,Action|Drama|History|War,Liam Neeson,90,Jung-jae Lee,1,,http://www.imdb.com/title/tt4939066/?ref_=fn_tt_tt_1,South Korea,,2016,
John Stainton,90,234,Aden Young,28399192,Action|Adventure|Comedy|Family,Steve Irwin,5663,Steve Bastoni,0,cia|crocodile|satellite|snake|spider,http://www.imdb.com/title/tt0305396/?ref_=fn_tt_tt_1,Australia,PG,2002,2.35
Glenn Ficarra,102,113,Louis Herthum,2035566,Biography|Comedy|Crime|Drama|Romance,Dameon Clarke,77305,Annie Golden,0,character name in title|con artist|fraud|gay|prison break,http://www.imdb.com/title/tt1045772/?ref_=fn_tt_tt_1,France,R,2009,1.85
Jean-Jacques Annaud,100,91,Everett McGill,,Adventure|Drama|History,Rae Dawn Chong,16281,Gary Schwartz,0,fire|prehistoric times|primitive|tribe|trio,http://www.imdb.com/title/tt0082484/?ref_=fn_tt_tt_1,Canada,R,1981,2.35
Denzel Washington,117,543,Kevin Connolly,21078145,Biography|Drama,Denzel Washington,26493,Derek Luke,0,black american|extortion|navy|psychiatrist|sailor,http://www.imdb.com/title/tt0168786/?ref_=fn_tt_tt_1,USA,PG-13,2002,2.35
Michael Hoffman,109,355,Embeth Davidtz,14060950,Drama,Gabriel Millman,14354,Rob Morrow,1,classroom|fund raising|headmaster|reunion|roman,http://www.imdb.com/title/tt0283530/?ref_=fn_tt_tt_1,USA,PG-13,2002,1.85
Tony Scott,121,975,Gary Oldman,12281500,Action|Crime|Drama|Romance|Thriller,Brad Pitt,163492,Michael Rapaport,3,aspiring actor|cocaine|drugs|pimp|suitcase full of money,http://www.imdb.com/title/tt0108399/?ref_=fn_tt_tt_1,USA,R,1993,2.35
Benedek Fliegauf,111,1000,Matt Smith,,Drama|Romance|Sci-Fi,Eva Green,9957,Hannah Murray,1,clone|love|male nudity|medical ethics|virginity,http://www.imdb.com/title/tt1216520/?ref_=fn_tt_tt_1,Germany,Unrated,2010,2.35
James Foley,100,99,Al Pacino,10725228,Crime|Drama|Mystery,Kevin Spacey,75675,Jude Ciccolella,1,office|pressure|real estate|robbery|sales,http://www.imdb.com/title/tt0104348/?ref_=fn_tt_tt_1,USA,R,1992,2.35
Michael Winterbottom,109,204,Ned Beatty,214966,Crime|Drama|Thriller,Liam Aiken,28483,Jay R. Ferguson,0,deputy|murder|revenge|sheriff|texas,http://www.imdb.com/title/tt0954947/?ref_=fn_tt_tt_1,USA,R,2010,2.35
Paul Schrader,93,697,Ruby Dee,,Fantasy|Horror|Thriller,Ed Begley Jr.,14193,John Heard,1,cat|cat people|leopard|love|slip the undergarment,http://www.imdb.com/title/tt0083722/?ref_=fn_tt_tt_1,USA,R,1982,1.85
Stewart Hendler,101,472,Margo Harshman,11956207,Horror|Mystery,Julian Morris,24012,Rumer Willis,2,prank gone wrong|scantily clad female|shotgun|sorority house|stabbed in the neck,http://www.imdb.com/title/tt1232783/?ref_=fn_tt_tt_1,USA,R,2009,2.35
John Cromwell,101,135,Mary Astor,,Adventure|Drama|Romance,David Niven,3256,Ronald Colman,2,coronation|fictitious country|king|princess|swashbuckler,http://www.imdb.com/title/tt0029442/?ref_=fn_tt_tt_1,USA,Approved,1937,1.37
Craig Gillespie,106,552,Kelli Garner,5949693,Comedy|Drama|Romance,Ryan Gosling,114762,Paul Schneider,1,in love with an inanimate object|internet|introvert|psychologist|sex doll,http://www.imdb.com/title/tt0805564/?ref_=fn_tt_tt_1,USA,PG-13,2007,1.85
Mark Herman,94,18,Sheila Hancock,9030581,Drama|War,Richard Johnson,132386,Cara Horgan,0,boy|fence|jew|nazis|poison gas,http://www.imdb.com/title/tt0914798/?ref_=fn_tt_tt_1,UK,PG-13,2008,1.85
Lars von Trier,140,322,Udo Kier,4157491,Crime|Drama|Musical,Catherine Deneuve,79330,Björk,0,ends with quotation|execution|factory|women's prison|year 1964,http://www.imdb.com/title/tt0168629/?ref_=fn_tt_tt_1,Denmark,R,2000,2.35
Gillian Armstrong,132,241,Richard Roxburgh,1508689,Drama|Romance,Tom Wilkinson,5648,Clive Russell,2,australia|church|glass|inheritance|wager,http://www.imdb.com/title/tt0119843/?ref_=fn_tt_tt_1,USA,R,1997,2.35
Abel Ferrara,99,599,Vincent Gallo,1227324,Crime|Drama,Isabella Rossellini,6921,Gretchen Mol,3,1930s|madness|murder|new york city|violence,http://www.imdb.com/title/tt0116378/?ref_=fn_tt_tt_1,USA,R,1996,1.85
Brian Koppelman,90,506,David Costabile,4360548,Comedy|Drama|Romance,Jenna Fischer,13371,Richard Schiff,7,aging|hdtv|high definition television|love|marriage,http://www.imdb.com/title/tt1294213/?ref_=fn_tt_tt_1,USA,R,2009,1.85
